PAPI_BR_INS,rapl:::PACKAGE_ENERGY:PACKAGE0,rapl:::DRAM_ENERGY:PACKAGE0,rapl:::PACKAGE_ENERGY:PACKAGE1,rapl:::DRAM_ENERGY:PACKAGE1,ElapsedUsecs
4439277,21557968139,7382080078,21459320068,5434600830,2002424
