PAPI_BR_INS,rapl:::PACKAGE_ENERGY:PACKAGE0,rapl:::DRAM_ENERGY:PACKAGE0,rapl:::PACKAGE_ENERGY:PACKAGE1,rapl:::DRAM_ENERGY:PACKAGE1,ElapsedUsecs
4414277,20890731811,7404388427,20730529785,5443908691,2002251
